method,path,group,purpose,auth_required,query_params,body_params,headers,response_keys,status_samples,source
POST,/thvendor/favorites/getFavoritesTotal.xhtml,thvendor,[deep-crawler] Aggregate favourite count for a program.,False,{},"{""tag"": ""program"", ""relatedId"": ""225529""}","{""accept"": ""application/json, text/plain, */*"", ""cmpappkey"": ""ShanghaiCS"", ""content-type"": ""application/x-www-form-urlencoded;charset=UTF-8"", ""lang"": ""en""}","errcode,data,success",200,"current_playwright_crawl,current_spa_static_template,legacy_anticket_har,local_wk_endpoints_registry"
GET,/thvendor/favorites/memberFavoritesCategory.xhtml,thvendor,静态包发现，未在本次抓包中拿到业务说明,False,{},{},{},,,current_spa_static_template
GET,/thvendor/getCaptchaId.xhtml,thvendor,获取验证码会话 ID,False,{},{},{},,,current_spa_static_template
GET,/thvendor/getStadiums.xhtml,thvendor,[crawler] Venue / stadium list.,False,{},{},"{""accept"": ""application/json, text/plain, */*"", ""cmpappkey"": ""ShanghaiCS"", ""lang"": ""en""}","errcode,data,success",200,"current_playwright_crawl,current_spa_static_template,legacy_anticket_har,local_wk_endpoints_registry"
POST,/thvendor/mall/getCulturalProductDetail.xhtml,thvendor,详情查询接口,False,{},{},{},,,current_spa_static_template
POST,/thvendor/membership/bindPerson/getBind.xhtml,thvendor,会员卡/会员权益相关接口,False,{},{},{},,,current_spa_static_template
POST,/thvendor/membership/getDetail.xhtml,thvendor,详情查询接口,False,{},{},{},,,current_spa_static_template
GET,/thvendor/membership/getList.xhtml,thvendor,[crawler] Public membership plans list (anonymous browse).,False,"{""tag"": ""PA会员""}",{},"{""cmpappkey"": ""ShanghaiCS"", ""lang"": ""en"", ""accept"": ""application/json, text/plain, */*""}","errcode,data,success",200,"current_playwright_crawl,current_spa_static_template,local_wk_endpoints_registry"
GET,/thvendor/membership/transfer/getTransfer.xhtml,thvendor,会员卡/会员权益相关接口,False,{},{},{},,,current_spa_static_template
GET,/thvendor/programcalendar/querySchedulesByDate.xhtml,thvendor,静态包发现，未在本次抓包中拿到业务说明,False,"{""dateFrom"": ""2026-06-01"", ""dateTo"": ""2026-06-30""}",{},"{""cmpappkey"": ""ShanghaiCS"", ""lang"": ""en"", ""accept"": ""application/json, text/plain, */*""}","errcode,data,success",200,current_playwright_crawl
GET,/thvendor/tools/qrcode.xhtml,thvendor,生成二维码图片,False,"{""text"": ""${text}"", ""backColor"": ""ffffff"", ""frontColor"": ""000000""}",{},{},,,current_spa_static
POST,/thvendor/wxMsg/schedule/v2/remind.xhtml,thvendor,静态包发现，未在本次抓包中拿到业务说明,False,{},{},{},,,current_spa_static_template
POST,/thvendor/member/cart/cancel.xhtml,ticketing,取消/撤销相关接口,True,{},{},{},,,current_spa_static_template
GET,/thvendor/member/cart/cancelCartItem.xhtml,ticketing,取消/撤销相关接口,True,{},{},{},,,current_spa_static_template
GET,/thvendor/member/cart/cancelCartItemsBySession.xhtml,ticketing,取消/撤销相关接口,True,{},{},{},,,current_spa_static_template
POST,/thvendor/member/cart/cancelPackOrder.xhtml,ticketing,取消/撤销相关接口,True,{},{},{},,,current_spa_static_template
POST,/thvendor/member/cart/clearShippingInfo.xhtml,ticketing,删除/移除相关接口,True,{},{},{},,,current_spa_static_template
POST,/thvendor/member/cart/confirmCart.xhtml,ticketing,购物车相关接口,True,{},{},{},,,current_spa_static_template
POST,/thvendor/member/cart/discount/addPromoCode.xhtml,ticketing,查询座位/票价优惠,True,{},{},{},,,current_spa_static_template
POST,/thvendor/member/cart/discount/cancel.xhtml,ticketing,查询座位/票价优惠,True,{},{},{},,,current_spa_static_template
POST,/thvendor/member/cart/discount/confirm.xhtml,ticketing,查询座位/票价优惠,True,{},{},{},,,current_spa_static_template
POST,/thvendor/member/cart/discount/getRepo.xhtml,ticketing,查询座位/票价优惠,True,{},{},{},,,current_spa_static_template
POST,/thvendor/member/cart/discount/removePromoCode.xhtml,ticketing,查询座位/票价优惠,True,{},{},{},,,current_spa_static_template
POST,/thvendor/member/cart/discount/use.xhtml,ticketing,查询座位/票价优惠,True,{},{},{},,,current_spa_static_template
POST,/thvendor/member/cart/discount/usePoint.xhtml,ticketing,查询座位/票价优惠,True,{},{},{},,,current_spa_static_template
POST,/thvendor/member/cart/discount/validatePromoCode.xhtml,ticketing,查询座位/票价优惠,True,{},{},{},,,current_spa_static_template
POST,/thvendor/member/cart/getCartDetail.xhtml,ticketing,[crawler] Current cart contents.,True,{},"{""tradeNo"": ""CT2606221555266452""}","{""content-type"": ""application/x-www-form-urlencoded;charset=UTF-8"", ""cmpappkey"": ""ShanghaiCS"", ""lang"": ""en"", ""accept"": ""application/json, text/plain, */*""}","errcode,data,success",200,"current_playwright_crawl,local_wk_endpoints_registry"
POST,/thvendor/member/cart/getPackOrder.xhtml,ticketing,购物车相关接口,True,{},{},{},,,current_spa_static_template
POST,/thvendor/member/cart/initTicketCart.xhtml,ticketing,[crawler] Initialise a ticket cart session.,True,{},"{""platform"": ""PC""}","{""accept"": ""application/json, text/plain, */*"", ""cmpappkey"": ""ShanghaiCS"", ""content-type"": ""application/x-www-form-urlencoded;charset=UTF-8"", ""lang"": ""en""}","errcode,data,success",200,"current_playwright_crawl,current_spa_static_template,legacy_anticket_har,local_wk_endpoints_registry"
POST,/thvendor/member/cart/setContactInfo.xhtml,ticketing,详情查询接口,True,{},{},{},,,current_spa_static_template
POST,/thvendor/member/cart/setDonation.xhtml,ticketing,购物车相关接口,True,{},{},{},,,current_spa_static_template
POST,/thvendor/member/cart/setShippingInfo.xhtml,ticketing,详情查询接口,True,{},{},{},,,current_spa_static_template
POST,/thvendor/member/cart/setShippingInfoBySubOrders.xhtml,ticketing,详情查询接口,True,{},{},{},,,current_spa_static_template
POST,/thvendor/member/cart/setSingleOrderCert.xhtml,ticketing,购物车相关接口,True,{},{},{},,,current_spa_static_template
POST,/thvendor/member/cart/show/addShowItems.xhtml,ticketing,创建/保存相关接口,True,{},{},{},,,current_spa_static_template
POST,/thvendor/member/cart/ticket/addSeatItems.xhtml,ticketing,创建/保存相关接口,True,{},{},{},,,current_spa_static_template
POST,/thvendor/member/cart/ticket/autoAddSeatItems.xhtml,ticketing,创建/保存相关接口,True,{},{},{},,,current_spa_static_template
POST,/thvendor/member/cart/ticket/changeSeatPack.xhtml,ticketing,更新/变更相关接口,True,{},{},{},,,current_spa_static_template
POST,/thvendor/member/cart/ticket/cleanSeatPack.xhtml,ticketing,购物车相关接口,True,{},{},{},,,current_spa_static_template
POST,/thvendor/member/cart/updateItemCert.xhtml,ticketing,更新/变更相关接口,True,{},{},{},,,current_spa_static_template
POST,/thvendor/member/cart/upsertCartCert.xhtml,ticketing,购物车相关接口,True,{},{},{},,,current_spa_static_template
POST,/thvendor/member/show/addon/addonSplicing.xhtml,ticketing,创建/保存相关接口,True,{},{},{},,,current_spa_static_template
POST,/thvendor/member/show/addon/createAddonCulturalOrder.xhtml,ticketing,创建/保存相关接口,True,{},{},{},,,current_spa_static_template
POST,/thvendor/member/show/addon/getAddonDiscount.xhtml,ticketing,创建/保存相关接口,True,{},{},{},,,current_spa_static_template
POST,/thvendor/member/show/addon/getAvaiableAddonProductList.xhtml,ticketing,创建/保存相关接口,True,{},{},{},,,current_spa_static_template
POST,/thvendor/member/show/change/create.xhtml,ticketing,创建/保存相关接口,True,{},{},{},,,current_spa_static_template
POST,/thvendor/member/show/change/getChangeDetailInfo.xhtml,ticketing,更新/变更相关接口,True,{},{},{},,,current_spa_static_template
POST,/thvendor/member/show/change/getContainer.xhtml,ticketing,更新/变更相关接口,True,{},{},{},,,current_spa_static_template
POST,/thvendor/member/show/change/getOrder.xhtml,ticketing,更新/变更相关接口,True,{},{},{},,,current_spa_static_template
POST,/thvendor/member/show/change/preCreate.xhtml,ticketing,创建/保存相关接口,True,{},{},{},,,current_spa_static_template
POST,/thvendor/member/show/change/selectSeats.xhtml,ticketing,更新/变更相关接口,True,{},{},{},,,current_spa_static_template
GET,/thvendor/member/show/combo/options.xhtml,ticketing,静态包发现，未在本次抓包中拿到业务说明,True,{},{},{},,,current_spa_static_template
GET,/thvendor/member/show/date.xhtml,ticketing,静态包发现，未在本次抓包中拿到业务说明,True,{},{},{},,,current_spa_static_template
GET,/thvendor/member/show/dateListWithSellOut.xhtml,ticketing,列表/分页查询接口,True,{},{},{},,,current_spa_static_template
POST,/thvendor/member/show/discount/addItemToRepoByCode.xhtml,ticketing,查询座位/票价优惠,True,{},{},{},,,current_spa_static_template
GET,/thvendor/member/show/discount/cancelDiscount.xhtml,ticketing,查询座位/票价优惠,True,{},{},{},,,current_spa_static_template
GET,/thvendor/member/show/discount/confirmDiscount.xhtml,ticketing,查询座位/票价优惠,True,{},{},{},,,current_spa_static_template
GET,/thvendor/member/show/discount/getDiscountRepo.xhtml,ticketing,查询座位/票价优惠,True,{},{},{},,,current_spa_static_template
POST,/thvendor/member/show/discount/removeItemFromRepoByCode.xhtml,ticketing,查询座位/票价优惠,True,{},{},{},,,current_spa_static_template
GET,/thvendor/member/show/discount/useDiscount.xhtml,ticketing,查询座位/票价优惠,True,{},{},{},,,current_spa_static_template
POST,/thvendor/member/show/discount/usePoint.xhtml,ticketing,查询座位/票价优惠,True,{},{},{},,,current_spa_static_template
GET,/thvendor/member/show/eticketTemplate/findByProgram.xhtml,ticketing,静态包发现，未在本次抓包中拿到业务说明,True,{},{},{},,,current_spa_static_template
GET,/thvendor/member/show/listBydate.xhtml,ticketing,获取非座位类场次列表,True,"{""programKey"": ""2606061541vgbsbb71999a0099d8ee95"", ""programId"": ""225518""}",{},"{""accept"": ""application/json, text/plain, */*"", ""cmpappkey"": ""ShanghaiCS"", ""lang"": ""en""}","errcode,data,success",200,"current_spa_static_template,legacy_anticket_har"
GET,/thvendor/member/show/tickettype/list.xhtml,ticketing,获取非座位类票种列表,True,"{""sessionKey"": ""***REDACTED***"", ""programKey"": ""2606061541vgbsbb71999a0099d8ee95"", ""showId"": ""90051589""}",{},"{""accept"": ""application/json, text/plain, */*"", ""cmpappkey"": ""ShanghaiCS"", ""lang"": ""en""}","errcode,data,success",200,"current_spa_static_template,legacy_anticket_har"
POST,/thvendor/member/show/transfer/acceptTransfer.xhtml,ticketing,静态包发现，未在本次抓包中拿到业务说明,True,{},{},{},,,current_spa_static_template
POST,/thvendor/member/show/transfer/startTransfer.xhtml,ticketing,静态包发现，未在本次抓包中拿到业务说明,True,{},{},{},,,current_spa_static_template
POST,/thvendor/member/ticket/addon/addonSplicing.xhtml,ticketing,创建/保存相关接口,True,{},{},{},,,current_spa_static_template
POST,/thvendor/member/ticket/addon/createAddonCulturalOrder.xhtml,ticketing,创建/保存相关接口,True,{},{},{},,,current_spa_static_template
POST,/thvendor/member/ticket/addon/getAddonDiscount.xhtml,ticketing,创建/保存相关接口,True,{},{},{},,,current_spa_static_template
POST,/thvendor/member/ticket/addon/getAvaiableAddonProductList.xhtml,ticketing,创建/保存相关接口,True,{},{},{},,,current_spa_static_template
POST,/thvendor/member/ticket/change/create.xhtml,ticketing,创建/保存相关接口,True,{},{},{},,,current_spa_static_template
POST,/thvendor/member/ticket/change/getContainer.xhtml,ticketing,更新/变更相关接口,True,{},{},{},,,current_spa_static_template
POST,/thvendor/member/ticket/change/getOrder.xhtml,ticketing,更新/变更相关接口,True,{},{},{},,,current_spa_static_template
POST,/thvendor/member/ticket/change/getSeatInfo.xhtml,ticketing,更新/变更相关接口,True,{},{},{},,,current_spa_static_template
POST,/thvendor/member/ticket/change/preCreate.xhtml,ticketing,创建/保存相关接口,True,{},{},{},,,current_spa_static_template
POST,/thvendor/member/ticket/change/selectSeats.xhtml,ticketing,更新/变更相关接口,True,{},{},{},,,current_spa_static_template
POST,/thvendor/member/ticket/discount/addItemToRepoByCode.xhtml,ticketing,查询座位/票价优惠,True,{},{},{},,,current_spa_static_template
POST,/thvendor/member/ticket/discount/cancelDiscount.xhtml,ticketing,查询座位/票价优惠,True,{},{},{},,,current_spa_static_template
GET,/thvendor/member/ticket/discount/confirmDiscount.xhtml,ticketing,查询座位/票价优惠,True,{},{},{},,,current_spa_static_template
GET,/thvendor/member/ticket/discount/getDiscountRepo.xhtml,ticketing,查询座位/票价优惠,True,{},{},{},,,current_spa_static_template
POST,/thvendor/member/ticket/discount/removeItemFromRepoByCode.xhtml,ticketing,查询座位/票价优惠,True,{},{},{},,,current_spa_static_template
POST,/thvendor/member/ticket/discount/useDiscount.xhtml,ticketing,查询座位/票价优惠,True,{},{},{},,,current_spa_static_template
POST,/thvendor/member/ticket/discount/usePoint.xhtml,ticketing,查询座位/票价优惠,True,{},{},{},,,current_spa_static_template
GET,/thvendor/member/ticket/getAvailableSeats2.xhtml,ticketing,Get seat-map availability for a given schedule.,True,{},{},{},,,"current_spa_static,local_wk_endpoints_registry"
POST,/thvendor/member/ticket/getAvailableSeats2.xhtml,ticketing,获取座位图可售座位和 orderKey,True,{},"{""scheduleId"": ""19614"", ""promotionCode"": """", ""watchServer"": ""true"", ""showToast"": ""noMsg""}","{""accept"": ""application/json, text/plain, */*"", ""cmpappkey"": ""ShanghaiCS"", ""content-type"": ""application/x-www-form-urlencoded"", ""lang"": ""en""}","errcode,data,success",200,"current_spa_static_template,legacy_anticket_har"
GET,/thvendor/member/ticket/getGeneralAreaStats.xhtml,ticketing,静态包发现，未在本次抓包中拿到业务说明,True,{},{},{},,,current_spa_static_template
GET,/thvendor/member/ticket/getScheduleInfo.xhtml,ticketing,Get show schedule info for a given product.,True,{},{},{},,,"current_spa_static,local_wk_endpoints_registry"
POST,/thvendor/member/ticket/getScheduleInfo.xhtml,ticketing,获取座位类场次信息,True,{},"{""watchServer"": ""true"", ""scheduleId"": ""19614"", ""showToast"": ""noMsg""}","{""accept"": ""application/json, text/plain, */*"", ""cmpappkey"": ""ShanghaiCS"", ""content-type"": ""application/x-www-form-urlencoded;charset=UTF-8"", ""lang"": ""en""}","errcode,data,success",200,"current_spa_static_template,legacy_anticket_har"
GET,/thvendor/member/ticket/getSchedulePrices.xhtml,ticketing,Get ticket price tiers for a given schedule.,True,{},{},{},,,"current_spa_static,local_wk_endpoints_registry"
POST,/thvendor/member/ticket/getSchedulePrices.xhtml,ticketing,获取座位类票价,True,{},"{""scheduleId"": ""19614"", ""promotionCode"": """", ""watchServer"": ""true"", ""showToast"": ""noMsg"", ""sessionKey"": ""***REDACTED***"", ""programKey"": ""2606061539tgmbzse51f95398fbb4541""}","{""accept"": ""application/json, text/plain, */*"", ""cmpappkey"": ""ShanghaiCS"", ""content-type"": ""application/x-www-form-urlencoded;charset=UTF-8"", ""lang"": ""en""}","errcode,data,success",200,"current_spa_static_template,legacy_anticket_har"
POST,/thvendor/member/ticket/getSeatImages.xhtml,ticketing,静态包发现，未在本次抓包中拿到业务说明,True,{},{},{},,,current_spa_static_template
POST,/thvendor/member/ticket/getSpecialSeatEnableConfig.xhtml,ticketing,静态包发现，未在本次抓包中拿到业务说明,True,{},{},{},,,current_spa_static_template
GET,/thvendor/member/ticket/getSpecialSeatOverlay.xhtml,ticketing,获取特殊座位覆盖层,True,"{""scheduleId"": ""19614""}",{},"{""accept"": ""application/json, text/plain, */*"", ""cmpappkey"": ""ShanghaiCS"", ""lang"": ""en""}","errcode,data,success",200,legacy_anticket_har
POST,/thvendor/member/ticket/listScheduleByDate.xhtml,ticketing,按日期获取座位类场次,True,{},"{""programKey"": ""2606061539tgmbzse51f95398fbb4541"", ""programId"": ""225199"", ""date"": ""2026-06-30""}","{""accept"": ""application/json, text/plain, */*"", ""cmpappkey"": ""ShanghaiCS"", ""content-type"": ""application/x-www-form-urlencoded;charset=UTF-8"", ""lang"": ""en""}","errcode,data,success",200,"current_spa_static_template,legacy_anticket_har"
GET,/thvendor/member/ticket/packorder/activeOrder.xhtml,ticketing,静态包发现，未在本次抓包中拿到业务说明,True,{},{},{},,,current_spa_static_template
GET,/thvendor/member/ticket/packorder/payOrder.xhtml,ticketing,支付/重新支付相关接口,True,{},{},{},,,current_spa_static_template
POST,/thvendor/member/ticket/scheduleDateList.xhtml,ticketing,列表/分页查询接口,True,{},{},{},,,current_spa_static_template
GET,/thvendor/member/ticket/scheduleDateListWithSellOut.xhtml,ticketing,获取有售罄标记的场次日期,True,"{""programId"": ""225472""}",{},"{""accept"": ""application/json, text/plain, */*"", ""cmpappkey"": ""ShanghaiCS"", ""lang"": ""en""}","errcode,data,success",200,legacy_anticket_har
GET,/thvendor/member/ticket/seasonpack/addPackDetail.xhtml,ticketing,创建/保存相关接口,True,{},{},{},,,current_spa_static_template
GET,/thvendor/member/ticket/seasonpack/cancelPackDetail.xhtml,ticketing,取消/撤销相关接口,True,{},{},{},,,current_spa_static_template
GET,/thvendor/member/ticket/seasonpack/cancelPackOrder.xhtml,ticketing,取消/撤销相关接口,True,{},{},{},,,current_spa_static_template
GET,/thvendor/member/ticket/seasonpack/computeDiscount.xhtml,ticketing,优惠/折扣相关接口,True,{},{},{},,,current_spa_static_template
GET,/thvendor/member/ticket/seasonpack/confirmOrder.xhtml,ticketing,静态包发现，未在本次抓包中拿到业务说明,True,{},{},{},,,current_spa_static_template
GET,/thvendor/member/ticket/seasonpack/createOrder.xhtml,ticketing,创建/保存相关接口,True,{},{},{},,,current_spa_static_template
GET,/thvendor/member/ticket/seasonpack/getOrder.xhtml,ticketing,静态包发现，未在本次抓包中拿到业务说明,True,{},{},{},,,current_spa_static_template
GET,/thvendor/member/ticket/seasonpack/getSelected.xhtml,ticketing,静态包发现，未在本次抓包中拿到业务说明,True,{},{},{},,,current_spa_static_template
POST,/thvendor/member/ticket/seasonpack/processLastOrder.xhtml,ticketing,静态包发现，未在本次抓包中拿到业务说明,True,{},{},{},,,current_spa_static_template
GET,/thvendor/member/ticket/seasonpack/updateContact.xhtml,ticketing,更新/变更相关接口,True,{},{},{},,,current_spa_static_template
GET,/thvendor/member/ticket/seat/discount/query2.xhtml,ticketing,查询座位/票价优惠,True,"{""command"": ""{\""scheduleId\"":\""19614\"",\""seats\"":[{\""rowNo\"":\""1\"",\""colNo\"":\""12\"",\""venueAreaId\"":6339,\""packCode\"":null}]}""}",{},"{""accept"": ""application/json, text/plain, */*"", ""cmpappkey"": ""ShanghaiCS"", ""lang"": ""en""}","errcode,data,success",200,"current_spa_static_template,legacy_anticket_har"
POST,/thvendor/member/ticket/transfer/acceptTransfer.xhtml,ticketing,静态包发现，未在本次抓包中拿到业务说明,True,{},{},{},,,current_spa_static_template
POST,/thvendor/member/ticket/transfer/startTransfer.xhtml,ticketing,静态包发现，未在本次抓包中拿到业务说明,True,{},{},{},,,current_spa_static_template
GET,/thvendor/member/wxMsg/cancle/subscribe/show/remind.xhtml,ticketing,静态包发现，未在本次抓包中拿到业务说明,True,{},{},{},,,current_spa_static_template
GET,/thvendor/member/wxMsg/subscribe/show/remind.xhtml,ticketing,静态包发现，未在本次抓包中拿到业务说明,True,{},{},{},,,current_spa_static_template
GET,/thvendor/program/content/getProgramContentInfo.xhtml,ticketing,"[deep-crawler] Static program detail content (description, images).",False,"{""programId"": ""225529""}",{},"{""accept"": ""application/json, text/plain, */*"", ""cmpappkey"": ""ShanghaiCS"", ""lang"": ""en""}","errcode,data,success",200,"current_playwright_crawl,current_spa_static_template,legacy_anticket_har,local_wk_endpoints_registry"
POST,/thvendor/program/getCategoryList.xhtml,ticketing,[crawler] Program / show categories.,False,{},{},"{""accept"": ""application/json, text/plain, */*"", ""cmpappkey"": ""ShanghaiCS"", ""lang"": ""en""}","errcode,data,success",200,"current_playwright_crawl,current_spa_static_template,legacy_anticket_har,local_wk_endpoints_registry"
GET,/thvendor/program/getProgramNumByStadium.xhtml,ticketing,静态包发现，未在本次抓包中拿到业务说明,False,"{""stadiumId"": ""69719""}",{},"{""accept"": ""application/json, text/plain, */*"", ""cmpappkey"": ""ShanghaiCS"", ""lang"": ""en""}","errcode,data,success",200,"current_playwright_crawl,current_spa_static_template,legacy_anticket_har"
POST,/thvendor/program/promotion/activity/list.xhtml,ticketing,列表/分页查询接口,False,{},"{""programId"": ""225529""}","{""accept"": ""application/json, text/plain, */*"", ""cmpappkey"": ""ShanghaiCS"", ""content-type"": ""application/x-www-form-urlencoded;charset=UTF-8"", ""lang"": ""en""}","errcode,data,success",200,"current_playwright_crawl,current_spa_static_template,legacy_anticket_har"
POST,/thvendor/program/promotion/coupon/list.xhtml,ticketing,列表/分页查询接口,False,{},"{""programId"": ""225529"", ""showToast"": ""noMsg""}","{""accept"": ""application/json, text/plain, */*"", ""cmpappkey"": ""ShanghaiCS"", ""content-type"": ""application/x-www-form-urlencoded;charset=UTF-8"", ""lang"": ""en""}","errcode,data,success",200,"current_playwright_crawl,current_spa_static_template,legacy_anticket_har"
POST,/thvendor/program/promotion/member/list.xhtml,ticketing,[deep-crawler] Membership-tier discount info shown on program page.,False,{},"{""programId"": ""225529""}","{""accept"": ""application/json, text/plain, */*"", ""cmpappkey"": ""ShanghaiCS"", ""content-type"": ""application/x-www-form-urlencoded;charset=UTF-8"", ""lang"": ""en""}","errcode,data,success",200,"current_playwright_crawl,current_spa_static_template,legacy_anticket_har,local_wk_endpoints_registry"
POST,/thvendor/program/promotion/package/ticket/list.xhtml,ticketing,[deep-crawler] Combo / package ticket options for a program.,False,{},"{""programId"": ""225529""}","{""accept"": ""application/json, text/plain, */*"", ""cmpappkey"": ""ShanghaiCS"", ""content-type"": ""application/x-www-form-urlencoded;charset=UTF-8"", ""lang"": ""en""}","errcode,data,success",200,"current_playwright_crawl,current_spa_static_template,legacy_anticket_har,local_wk_endpoints_registry"
GET,/thvendor/seat/program/countdown.xhtml,ticketing,静态包发现，未在本次抓包中拿到业务说明,False,"{""programId"": ""225528""}",{},"{""accept"": ""application/json, text/plain, */*"", ""cmpappkey"": ""ShanghaiCS"", ""lang"": ""en""}","errcode,data,success",200,"current_playwright_crawl,legacy_anticket_har"
GET,/thvendor/seat/program/schedule/countdown.xhtml,ticketing,静态包发现，未在本次抓包中拿到业务说明,False,"{""programId"": ""225199"", ""scheduleId"": ""19614""}",{},"{""accept"": ""application/json, text/plain, */*"", ""cmpappkey"": ""ShanghaiCS"", ""lang"": ""en""}","errcode,data,success",200,legacy_anticket_har
POST,/thvendor/show/combo/entry/list.xhtml,ticketing,列表/分页查询接口,False,{},"{""programId"": ""225529"", ""advanceMin"": ""0"", ""showToast"": ""noMsg""}","{""accept"": ""application/json, text/plain, */*"", ""cmpappkey"": ""ShanghaiCS"", ""content-type"": ""application/x-www-form-urlencoded;charset=UTF-8"", ""lang"": ""en""}","errcode,data,success",200,"current_playwright_crawl,current_spa_static_template,legacy_anticket_har"
GET,/thvendor/show/combo/getShowTicketTypes.xhtml,ticketing,静态包发现，未在本次抓包中拿到业务说明,False,{},{},{},,,current_spa_static_template
GET,/thvendor/show/combo/listBydate.xhtml,ticketing,获取非座位类场次列表,False,{},{},{},,,current_spa_static_template
POST,/thvendor/show/supportReserveProgramShowList.xhtml,ticketing,列表/分页查询接口,False,{},{},{},,,current_spa_static_template
POST,/thvendor/show/transfer/getTransfer.xhtml,ticketing,静态包发现，未在本次抓包中拿到业务说明,False,{},{},{},,,current_spa_static_template
GET,/thvendor/stand/program/countdown.xhtml,ticketing,静态包发现，未在本次抓包中拿到业务说明,False,"{""programId"": ""225528""}",{},"{""cmpappkey"": ""ShanghaiCS"", ""lang"": ""en"", ""accept"": ""application/json, text/plain, */*""}","errcode,data,success",200,current_playwright_crawl
POST,/thvendor/stand/program/show/countdown.xhtml,ticketing,静态包发现，未在本次抓包中拿到业务说明,False,{},{},{},,,current_spa_static_template
POST,/thvendor/ticket/program/getHotProgramList.xhtml,ticketing,[crawler] Hot programs (PC recList) — homepage carousel data.,False,"{""showSite"": ""Weblist"", ""dynamicValueList"": ""[]"", ""stadiumId"": """", ""categoryIds"": ""1030""}","{""showSite"": ""PCrecList1""}","{""accept"": ""application/json, text/plain, */*"", ""cmpappkey"": ""ShanghaiCS"", ""lang"": ""en"", ""content-type"": ""application/json""}","errcode,data,success",200,"current_playwright_crawl,current_spa_static_template,legacy_anticket_har,local_wk_endpoints_registry"
GET,/thvendor/ticket/program/getProgramById.xhtml,ticketing,获取项目详情主数据,False,"{""programId"": ""225529""}",{},"{""accept"": ""application/json, text/plain, */*"", ""cmpappkey"": ""ShanghaiCS"", ""lang"": ""en""}","errcode,data,success",200,"current_playwright_crawl,legacy_anticket_har"
GET,/thvendor/ticket/program/getVenueProgramCount.xhtml,ticketing,静态包发现，未在本次抓包中拿到业务说明,False,{},{},{},,,current_spa_static_template
GET,/thvendor/ticket/program/v2/getHomeCountdownProgramList.xhtml,ticketing,列表/分页查询接口,False,{},{},{},,,current_spa_static_template
POST,/thvendor/ticket/seasonpack/detail.xhtml,ticketing,详情查询接口,False,{},{},{},,,current_spa_static_template
POST,/thvendor/ticket/seasonpack/getSchedules.xhtml,ticketing,静态包发现，未在本次抓包中拿到业务说明,False,{},{},{},,,current_spa_static_template
GET,/thvendor/ticket/supportReserveProgramScheduleList.xhtml,ticketing,列表/分页查询接口,False,{},{},{},,,current_spa_static_template
POST,/thvendor/ticket/transfer/getTransfer.xhtml,ticketing,静态包发现，未在本次抓包中拿到业务说明,False,{},{},{},,,current_spa_static_template
GET,/thvendor/trans/program/getListByIds.xhtml,ticketing,列表/分页查询接口,False,"{""programIds"": ""225562,225518,225201,225539,225528,225678,225530,225693,225531,225517,225655,225198,225197,225199,225472,225585,225454,225622"", ""TRANS"": ""en"", ""notCover"": ""Y""}",{},"{""cmpappkey"": ""ShanghaiCS"", ""lang"": ""en"", ""accept"": ""application/json, text/plain, */*""}","errcode,data,success",200,current_playwright_crawl
GET,/thvendor/wxMsg/show/v2/remind.xhtml,ticketing,静态包发现，未在本次抓包中拿到业务说明,False,{},{},{},,,current_spa_static_template
